87.55,87.55
86.56,86.56
86.6,86.6
88.1,88.1
87.24,87.24
87.31,87.31
87.36,87.36
87.73,87.73
86.92,81.42
87.05,87.05
87.26,87.26
86.84,81.34
86.9,81.73
85.87,75.7
85.33,80.16
82.91,67.58
82.57,77.4
82.58,67.75
80.88,66.71
68.7,68.7
69.22,73.89
69.45,69.45
69.62,69.62
69.26,69.26
69.23,69.23
69.24,69.24
69.59,69.59
68.68,68.68
69.16,69.16
69.19,69.19
69.16,69.16
69.26,69.26
69.01,64.34
68.91,68.91
69.5,69.5
68.88,68.88
68.81,68.81
69.29,64.62
68.68,68.68
68.68,68.68
68.1,63.43
68.42,68.42
64.52,64.52
61.03,65.7
60.99,65.66
61.49,66.16
57.49,62.32
53.9,68.4
53.79,63.96
54.09,64.42
54.32,64.49
55.3,65.47
56.06,66.73
55.97,66.97
56.24,67.41
56.63,67.63
57.22,62.72
57.36,62.86
57.67,69
57.66,63.49
57.79,63.62
57.94,63.77
58.15,63.98
58.61,58.61
60.93,66.6
61.14,61.14
60.8,60.8
60.64,60.64
61,61
61.06,61.06
61.42,61.42
60.62,54.95
60.63,60.63
60.81,60.81
60.65,54.82
63.14,63.14
62.85,57.02
62.78,62.78
62.17,56.34
62.34,62.34
62.67,62.67
61.99,56.16
61.6,61.6
61.72,67.55
62.36,62.36
62.21,62.21
62.37,68.2
62.05,62.05
65.17,71
65.95,71.78
57.76,63.43
69.19,69.19
68.6,62.93
68.97,80.47
77.07,88.74
85.94,91.77
86.56,98.56
90.2,96.03
90.16,96.16
90.73,102.73
90.58,90.58
91.56,97.56
98.58,98.58
101.22,95.22
103.8,91.8
103.56,91.73
101,83.17
101.19,89.52
105.2,105.2
114.64,103.14
113.55,101.88
114.08,119.91
113.59,113.59
114.34,120.17
128.85,128.85
130.64,142.14
146.31,163.81
157.5,181.33
175.26,199.09
175.74,181.74
185.67,191.67
184.53,178.53
182.87,171.04
180.99,174.99
181.02,175.02
180.03,168.03
177.83,172
177.62,171.62
178.4,178.4
177.11,171.11
176.68,176.68
176.62,170.79
174.55,168.72
174.21,168.38
154.42,160.25
154.84,160.67
154.81,154.81
153.43,147.6
154.03,154.03
153.29,147.46
151.89,140.39
150.86,139.19
148.04,136.37
